term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust
eminence,0,0,0,0,0,0,1,0,0,1
enable,0,0,0,0,0,0,1,0,0,1
enablement,0,0,0,0,0,0,1,0,0,1
enchant,0,1,0,0,1,0,1,0,1,0
enchanted,0,0,0,0,1,0,1,0,0,1
enchanting,0,1,0,0,1,0,1,0,0,0
encourage,0,0,0,0,1,0,1,0,0,1
encroachment,0,0,0,1,0,1,0,0,0,0
encumbrance,1,0,0,1,0,1,0,1,0,0
encyclopedia,0,0,0,0,0,0,1,0,0,1
endanger,0,1,0,1,0,1,0,0,0,0
endangered,0,0,0,1,0,1,0,0,0,0
endeavor,0,1,0,0,0,0,1,0,0,0
endemic,0,0,1,1,0,1,0,1,0,0
endless,1,0,0,1,1,1,1,1,0,1
endocarditis,0,0,0,1,0,0,0,1,0,0
endow,0,0,0,0,0,0,1,0,0,1
endowment,0,0,0,0,0,0,1,0,0,1
enemy,1,0,1,1,0,1,0,0,0,0
enforce,1,0,0,1,0,1,1,0,0,0
engaged,0,1,0,0,1,0,1,0,0,1
engaging,0,0,0,0,1,0,1,0,0,1
enigmatic,0,0,0,1,0,1,0,0,0,0
enjoy,0,1,0,0,1,0,1,0,0,1
enjoying,0,1,0,0,1,0,1,0,0,1
enlighten,0,0,0,0,1,0,1,0,0,1
enlightenment,0,0,0,0,1,0,1,0,0,1
enliven,0,0,0,0,1,0,1,0,1,1
enmity,1,0,0,1,0,1,0,1,0,0
enroll,0,1,0,0,0,0,0,0,0,1
ensemble,0,0,0,0,0,0,1,0,0,1
enslaved,1,0,1,1,0,1,0,1,0,0
entangled,1,0,1,1,0,1,0,1,0,0
entertain,0,0,0,0,1,0,1,0,0,0
entertained,0,0,0,0,1,0,1,0,0,0
entertaining,0,1,0,0,1,0,1,0,0,0
entertainment,0,1,0,0,1,0,1,0,1,1
enthusiasm,0,1,0,0,1,0,1,0,1,0
enthusiast,0,1,0,0,1,0,1,0,1,0
entrails,0,0,1,0,0,1,0,0,0,0
epidemic,1,1,1,1,0,1,0,1,1,0
equality,0,0,0,0,1,0,1,0,0,1
eradicate,1,0,0,0,0,1,0,0,0,0
eradication,1,0,1,1,0,1,0,0,0,0
erase,0,0,0,1,0,1,0,0,0,0
erotic,0,1,0,0,1,1,1,0,1,1
errand,0,1,0,0,0,0,1,0,0,1
erratic,0,0,0,0,0,1,0,0,1,0
error,0,0,0,0,0,1,0,1,0,0
erupt,1,0,0,0,0,1,0,0,1,0
eruption,1,0,0,1,0,1,0,0,1,0
escalate,1,0,0,0,0,1,0,0,0,0
escape,0,1,0,1,0,1,1,0,0,0
eschew,1,0,0,0,0,1,0,1,0,0
established,0,0,0,0,1,0,1,0,0,0
esteem,0,0,0,0,1,0,1,1,0,1
euthanasia,0,0,0,1,0,1,0,1,0,0
evacuate,0,0,0,1,0,1,0,0,0,0
evade,1,0,1,1,0,1,0,0,0,0
evanescence,0,0,0,0,0,0,0,1,1,0
evasion,0,0,0,1,0,1,0,1,0,0
eventuality,0,1,0,1,0,0,0,0,0,0
evergreen,0,0,0,0,1,0,1,0,0,1
evict,0,0,0,0,0,1,0,1,0,0
eviction,1,0,1,1,0,1,0,1,0,0
evident,0,0,0,0,0,0,1,0,0,1
evil,1,0,1,1,0,1,0,1,0,0
exacerbation,1,0,0,1,0,1,0,0,0,0
exaggerate,1,0,0,0,0,1,0,0,0,0
exalt,0,1,0,0,1,0,1,0,0,1
exaltation,0,0,0,0,1,0,1,0,0,1
exalted,0,0,0,0,1,0,1,0,0,1
examination,0,0,0,1,0,1,0,0,1,0
exasperation,1,0,1,0,0,1,0,0,0,0
excavation,0,1,0,0,0,1,0,0,1,0
exceed,0,1,0,0,1,0,1,0,0,0
excel,0,1,0,0,1,0,1,0,1,1
excellence,0,0,1,0,1,0,1,0,0,1
excellent,0,0,0,0,1,0,1,0,0,1
exchange,0,0,0,0,0,0,1,0,0,1
excitation,1,1,0,1,1,0,1,0,1,0
excite,1,1,0,1,1,0,1,0,1,0
excited,0,1,0,0,1,0,1,0,1,1
excitement,0,1,0,0,1,0,1,0,1,0
exciting,0,1,0,0,1,0,1,0,1,0
excluded,0,0,1,0,0,1,0,1,0,0
excluding,0,0,0,0,0,1,0,1,0,0
exclusion,0,0,1,1,0,1,0,1,0,0
excrement,0,0,1,0,0,1,0,0,0,0
excruciating,0,0,0,1,0,1,0,0,0,0
execution,1,0,0,1,0,1,0,1,0,1
executioner,1,0,0,1,0,1,0,1,0,0
exhausted,0,0,0,0,0,1,0,1,0,0
exhaustion,0,1,0,0,0,1,0,1,0,0
exhilaration,0,0,0,0,1,0,1,0,1,0
exigent,0,1,1,1,0,1,0,0,1,0
exile,1,0,0,1,0,1,0,1,0,0
exorcism,0,0,0,1,0,1,0,1,0,0
expect,0,1,0,0,0,0,1,0,1,1
expectation,0,1,0,0,0,0,1,0,0,0
expedient,0,0,0,0,1,0,1,0,0,1
expedition,0,1,0,0,0,0,1,0,0,0
expel,1,0,1,1,0,1,0,1,0,0
experienced,0,0,0,0,0,0,1,0,0,1
experiment,0,1,0,0,0,0,0,0,1,0
expert,0,0,0,0,0,0,1,0,0,1
expertise,0,0,0,0,0,0,1,0,0,1
expire,0,0,0,0,0,1,0,1,0,0
explain,0,0,0,0,0,0,1,0,0,1
expletive,1,0,0,0,0,1,0,0,0,0
explode,1,0,0,1,0,1,0,1,1,0
explosion,0,0,0,1,0,1,0,0,1,0
explosive,1,1,0,1,0,1,0,0,1,0
expose,0,1,0,1,0,0,0,0,0,0
expulsion,1,0,1,1,0,1,0,1,0,0
exquisite,0,0,0,0,1,0,1,0,0,0
exterminate,0,0,0,1,0,1,0,1,0,0
extermination,1,0,0,1,0,1,0,0,0,0
extinct,0,0,0,0,0,1,0,1,0,0
extinguish,1,0,0,0,0,1,0,0,0,0
extrajudicial,0,0,0,1,0,1,0,0,0,0
extricate,0,1,0,0,0,0,1,0,0,0
exuberance,0,0,0,0,1,0,1,0,0,0
fabrication,0,0,0,0,0,1,0,0,0,1
facts,0,0,0,0,0,0,1,0,0,1
faculty,0,0,0,0,0,0,1,0,0,1
faeces,0,0,1,0,0,1,0,0,0,0
failing,1,1,0,1,0,1,0,1,0,0
failure,0,0,1,1,0,1,0,1,0,0
fain,0,1,0,0,1,0,1,0,0,1
fainting,0,0,0,1,0,1,0,1,1,0
fairly,0,0,0,0,0,0,1,0,0,1
faith,0,1,0,0,1,0,1,0,0,1
faithful,0,0,0,0,0,0,1,0,0,1
faithless,0,0,0,0,0,1,0,1,0,0
fall,0,0,0,0,0,1,0,1,0,0
fallacious,1,0,0,0,0,1,0,0,0,0
falling,0,0,0,0,0,1,0,1,0,0
falsehood,1,0,0,0,0,1,0,0,0,1
falsification,1,0,0,0,0,1,0,0,0,0
falsify,0,0,1,0,0,1,0,0,0,0
falsity,0,0,1,0,0,1,0,0,0,0
falter,0,0,0,1,0,1,0,0,0,0
familiar,0,0,0,0,0,0,1,0,0,1
familiarity,0,1,0,0,1,0,1,0,0,1
famine,0,0,0,0,0,1,0,1,0,0
fancy,0,1,0,0,1,0,1,0,0,0
fanfare,0,1,0,0,1,0,1,0,1,0
farcical,0,0,1,0,0,1,0,0,0,0
fasting,0,0,0,0,0,1,0,1,0,0
fat,0,0,1,0,0,1,0,1,0,0
fatal,1,0,0,1,0,1,0,1,0,0
fatality,0,0,0,1,0,1,0,1,0,0
fate,0,1,0,0,0,1,0,0,0,0
fatigued,0,0,0,0,0,1,0,1,0,0
fatty,0,0,1,0,0,1,0,1,0,0
fault,0,0,0,0,0,1,0,1,0,0
faultless,0,0,0,0,0,0,1,0,0,1
favorable,0,1,0,0,1,0,1,0,1,1
favorite,0,0,0,0,1,0,1,0,0,1
fear,1,0,0,1,0,1,0,0,0,0
fearful,0,0,0,1,0,1,0,1,0,0
fearfully,0,0,0,1,0,1,0,1,1,0
fearing,0,0,0,1,0,1,0,0,0,0
fearless,0,0,0,1,0,0,1,0,0,0
feat,0,1,0,0,1,0,1,0,1,0
fecal,0,0,1,0,0,1,0,0,0,0
feces,0,0,1,0,0,1,0,0,0,0
fee,1,0,0,0,0,1,0,0,0,0
feeble,0,0,0,0,0,1,0,1,0,0
feeling,1,1,1,1,1,1,1,1,1,1
felicity,0,0,0,0,1,0,1,0,0,0
fell,0,0,0,0,0,1,0,1,0,0
fellow,0,0,0,0,0,0,1,0,0,1
felon,0,0,0,1,0,1,0,0,0,0
ferment,0,1,0,0,0,1,0,0,0,0
ferocious,1,0,1,1,0,1,0,0,0,0
ferocity,1,0,0,0,0,1,0,0,0,0
fervor,1,0,0,0,1,0,1,0,0,0
festival,0,1,0,0,1,0,1,0,1,0
festive,0,0,0,0,1,0,1,0,0,0
fete,0,1,0,0,1,0,1,0,1,0
feud,1,0,0,0,0,1,0,0,0,0
feudalism,1,0,0,0,0,1,0,1,0,0
fib,1,0,0,0,0,1,0,0,0,0
fidelity,0,0,0,0,1,0,1,0,0,1
fiend,1,0,1,1,0,1,0,0,0,0
fierce,1,0,1,1,0,1,0,0,0,0
fiesta,0,1,0,0,1,0,1,0,1,1
fight,1,0,0,1,0,1,0,0,0,0
fighting,1,0,0,0,0,1,0,0,0,0
filth,0,0,1,0,0,1,0,0,0,0
filthy,0,0,1,0,0,1,0,0,0,0
finally,0,1,1,0,1,0,1,0,1,1
firearms,1,0,0,1,0,1,0,0,0,0
firmness,0,0,0,0,0,0,1,0,0,1
firstborn,0,1,0,0,1,0,1,0,0,1
fits,1,0,0,0,0,1,0,0,0,0
fitting,0,1,0,0,1,0,1,0,0,1
flabby,0,0,1,0,0,1,0,0,0,0
flaccid,0,0,0,0,0,1,0,1,0,0
flagrant,1,0,1,0,0,1,0,0,0,0
flattering,0,0,0,0,1,0,1,0,0,0
flatulence,0,0,1,0,0,1,0,0,0,0
flaw,0,0,0,0,0,1,0,1,0,0
flea,0,0,1,0,0,1,0,0,0,0
flee,0,0,0,1,0,1,0,0,0,0
fleece,1,0,1,0,0,1,0,1,0,0
flinch,0,1,1,1,0,1,0,1,1,0
flirt,0,1,0,0,1,1,1,0,1,1
flog,1,0,1,1,0,1,0,1,0,0
flop,0,0,1,0,0,1,0,1,0,0
flounder,0,0,0,1,0,1,0,1,0,0
flu,0,0,0,1,0,1,0,0,0,0
fluctuation,1,0,0,1,0,1,0,0,0,0
flying,0,0,0,1,0,0,1,0,0,0
foe,1,0,0,1,0,1,0,0,0,0
fondness,0,0,0,0,1,0,1,0,0,0
food,0,0,0,0,1,0,1,0,0,1
fool,0,0,1,0,0,1,0,0,0,0
football,0,1,0,0,1,0,1,0,0,0
foray,1,0,0,0,0,1,0,0,0,0
forbid,0,0,0,0,0,1,0,1,0,0
forbidding,1,0,0,1,0,1,0,0,0,0
force,1,0,0,1,0,1,0,0,0,0
forced,0,0,0,1,0,1,0,0,0,0
forcibly,1,0,0,1,0,1,0,0,0,0
forearm,1,1,0,0,0,0,0,0,0,0
foreboding,0,1,0,1,0,1,0,0,0,0
forecast,0,1,0,0,0,0,0,0,0,1
foreclose,0,0,0,1,0,1,0,1,0,0
forefathers,0,0,0,0,1,0,1,0,0,1
foreigner,0,0,0,1,0,1,0,0,0,0
foresee,0,1,0,0,0,0,1,0,1,1
foreseen,0,1,0,0,0,0,1,0,0,0
foresight,0,1,0,0,0,0,1,0,0,1
forewarned,0,1,0,1,0,1,0,0,0,0
forfeit,1,0,0,0,0,1,0,1,0,0
forfeiture,0,0,0,1,0,1,0,1,0,0
forgiving,0,0,0,0,0,0,1,0,0,1
forgotten,0,0,0,1,0,1,0,1,0,0
forlorn,0,0,0,0,0,1,0,1,0,0
formative,0,0,0,0,0,0,1,0,0,1
formula,0,0,0,0,0,0,1,0,0,1
forsake,0,0,0,0,0,1,0,1,0,0
forsaken,1,0,0,0,0,1,0,1,0,0
fortitude,0,0,0,0,1,0,1,0,0,1
fortress,0,0,0,1,0,0,1,1,0,1
fortune,0,1,0,0,1,0,1,0,1,1
foul,1,0,1,1,0,1,0,0,0,0
found,0,0,0,0,1,0,1,0,0,1
fragile,0,0,0,1,0,1,0,1,0,0
frailty,0,0,0,0,0,1,0,1,0,0
frank,0,0,0,0,0,0,1,0,0,1
frankness,0,0,0,0,0,0,1,0,0,1
frantic,0,1,1,1,0,1,0,0,1,0
fraternal,0,0,0,0,1,0,1,0,0,1
fraud,1,0,0,0,0,1,0,0,0,0
fraudulent,1,0,1,0,0,1,0,0,0,0
fraught,0,0,0,1,0,1,0,1,0,0
frayed,0,0,0,0,0,1,0,1,0,0
freakish,0,0,1,1,0,1,0,0,1,0
freedom,0,0,0,0,1,0,1,0,0,1
freely,0,0,0,0,1,0,1,0,0,1
frenetic,1,0,0,1,0,1,0,0,1,0
frenzied,1,0,0,1,0,1,0,0,0,0
fret,0,0,0,1,0,1,0,0,0,0
friend,0,0,0,0,1,0,1,0,0,1
friendliness,0,0,0,0,1,0,1,0,0,1
friendly,0,1,0,0,1,0,1,0,0,1
friendship,0,0,0,0,1,0,1,0,0,1
fright,0,0,0,1,0,1,0,0,1,0
frighten,0,0,0,1,0,1,0,1,1,0
frightened,0,0,0,1,0,1,0,0,1,0
frightful,1,0,0,1,0,1,0,1,0,0
frisky,0,1,0,0,1,0,1,0,1,0
frolic,0,0,0,0,1,0,1,0,0,0
frown,0,0,0,0,0,1,0,1,0,0
frowning,1,0,1,0,0,1,0,1,0,0
fruitless,0,0,0,0,0,1,0,1,0,0
frustrate,1,0,1,0,0,1,0,1,0,0
frustrated,1,0,0,0,0,1,0,0,0,0
frustration,1,0,0,0,0,1,0,0,0,0
fugitive,1,0,1,1,0,1,0,1,0,1
fulfill,0,0,0,0,1,0,1,0,0,0
fulfillment,0,1,0,0,1,0,1,0,0,1
fully,0,0,0,0,0,0,1,0,0,1
fuming,1,0,0,0,0,1,0,0,0,0
fun,0,1,0,0,1,0,1,0,0,0
fundamental,0,0,0,0,0,0,1,0,0,1
fungus,0,0,1,0,0,1,0,0,0,0
funk,0,0,0,0,0,1,0,1,0,0
furious,1,0,1,0,0,1,0,0,0,0
furor,1,0,0,0,0,1,0,0,0,0
fury,1,0,0,1,0,1,0,1,0,0
fuse,0,0,0,0,0,0,1,0,0,1
fuss,1,0,0,0,0,1,0,1,0,0
fussy,0,0,1,0,0,1,0,0,0,0
futile,0,0,0,0,0,1,0,1,0,0
gaby,0,0,1,0,0,1,0,0,0,0
gag,0,0,1,0,0,1,0,0,0,0
gain,0,1,0,0,1,0,1,0,0,0
gall,1,0,1,0,0,1,0,0,0,0
gallows,1,0,0,1,0,1,0,1,0,0
gambler,0,1,0,0,0,1,0,0,1,0
gambling,0,1,0,0,0,1,0,0,1,0
gang,1,0,0,1,0,1,0,0,0,0
garbage,0,0,1,0,0,1,0,0,0,0
garden,0,0,0,0,1,0,1,0,0,0
garish,0,0,1,0,0,1,0,0,1,0
garrison,0,0,0,0,0,0,1,0,0,1
gash,0,0,0,1,0,1,0,0,0,0
gasping,0,0,0,1,0,1,0,0,0,0
gazette,0,0,0,0,0,0,1,0,0,1
gem,0,0,0,0,1,0,1,0,0,0
general,0,0,0,0,0,0,1,0,0,1
generosity,0,1,0,0,1,0,1,0,1,1
generous,0,0,0,0,1,0,1,0,0,1
genial,0,0,0,0,1,0,1,0,0,0
gent,1,0,1,1,0,1,0,0,0,0
gentleman,0,0,0,0,0,0,1,0,0,1
gentry,0,0,0,0,0,0,1,0,0,1
genuine,0,0,0,0,0,0,1,0,0,1
geriatric,0,0,0,0,0,1,0,1,0,0
germ,0,1,1,0,0,0,0,0,0,0
ghastly,0,0,1,1,0,1,0,0,0,0
ghetto,0,0,1,1,0,1,0,1,0,0
ghostly,0,0,0,1,0,1,0,0,0,0
gibberish,1,0,0,0,0,1,0,0,0,0
gift,0,1,0,0,1,0,1,0,1,0
giggle,0,0,0,0,1,0,1,0,0,0
girder,0,0,0,0,0,0,1,0,0,1
glad,0,1,0,0,1,0,1,0,0,0
gladness,0,0,0,0,1,0,1,0,0,0
glare,1,0,0,1,0,1,0,0,0,0
glaring,1,0,0,0,0,1,0,0,0,0
glee,0,0,0,0,1,0,1,0,0,0
glide,0,1,0,0,1,0,1,0,0,0
glimmer,0,1,0,0,1,0,1,0,1,0
glitter,0,0,1,0,1,0,0,0,0,0
gloom,0,0,0,0,0,1,0,1,0,0
gloomy,0,0,0,0,0,1,0,1,0,0
glorification,0,0,0,0,1,0,1,0,0,0
glorify,0,1,0,0,1,0,1,0,1,1
glory,0,1,0,0,1,0,1,0,0,1
glow,0,1,0,0,1,0,1,0,0,1
glum,0,0,0,0,0,1,0,1,0,0
glut,0,0,1,0,0,1,0,0,0,0
gluttony,0,0,1,0,0,1,0,0,0,0
gnome,1,0,1,1,0,1,0,0,0,0
goblin,0,0,1,1,0,1,0,0,0,0
god,0,1,0,1,1,0,1,0,0,1
godless,1,0,0,0,0,1,0,0,0,0
godly,0,0,0,0,1,0,1,0,0,1
godsend,0,0,0,0,1,0,1,0,1,0
gonorrhea,1,0,1,1,0,1,0,1,0,0
goo,0,0,1,0,0,1,0,0,0,0
good,0,1,0,0,1,0,1,0,1,1
goodness,0,1,0,0,1,0,1,0,1,1
gore,1,0,1,1,0,1,0,1,0,0
gorge,0,0,1,0,0,1,0,0,0,0
gorgeous,0,0,0,0,1,0,1,0,0,0
gory,1,0,1,1,0,1,0,1,0,0
gospel,0,0,0,0,0,0,1,0,0,1
govern,0,0,0,0,0,0,1,0,0,1
government,0,0,0,1,0,1,0,0,0,0
grab,1,0,0,0,0,1,0,0,0,0
graduation,0,1,0,1,1,0,1,0,1,1
grandchildren,0,1,0,0,1,0,1,0,0,1
grant,0,1,0,0,1,0,1,0,0,1
grasping,0,1,0,0,0,1,0,0,0,0
grated,1,0,0,0,0,1,0,0,0,0
gratify,0,0,0,0,1,0,1,0,1,0
grating,1,0,1,0,0,1,0,0,0,0
gratitude,0,0,0,0,1,0,1,0,0,0
grave,0,0,0,1,0,1,0,1,0,0
gray,0,0,1,0,0,0,0,1,0,0
greatness,0,0,0,0,1,0,1,0,1,1
greed,1,0,1,0,0,1,0,0,0,0
greedy,0,0,1,0,0,1,0,0,0,0
green,0,0,0,0,1,0,1,0,0,1
greeting,0,0,0,0,0,0,1,0,1,0
grenade,0,0,0,1,0,1,0,0,0,0
grief,0,0,0,0,0,1,0,1,0,0
grievance,1,0,1,0,0,1,0,1,0,0
grieve,0,0,0,1,0,1,0,1,0,0
grievous,1,0,0,1,0,1,0,1,0,0
grim,1,1,1,1,0,1,0,1,0,0
grime,0,0,1,0,0,1,0,0,0,0
grimy,0,0,1,0,0,1,0,0,0,0
grin,0,1,0,0,1,0,1,0,1,1
grisly,0,0,1,1,0,1,0,0,0,0
grit,0,0,0,0,0,0,1,0,0,1
grizzly,0,0,0,1,0,1,0,0,0,0
groan,0,0,1,0,0,1,0,1,0,0
grope,1,0,1,1,0,1,0,0,0,0
gross,0,0,1,0,0,1,0,0,0,0
grotesque,0,0,1,0,0,1,0,0,0,0
grounded,0,0,0,1,0,1,0,1,0,0
grow,0,1,0,0,1,0,1,0,0,1
growl,1,0,0,1,0,1,0,0,0,0
growling,1,0,1,1,0,1,0,0,0,0
grudge,1,0,0,0,0,1,0,0,0,0
gruesome,0,0,1,0,0,1,0,0,0,0
gruff,1,0,1,0,0,1,0,0,0,0
grumble,1,0,1,0,0,1,0,0,0,0
grumpy,1,0,1,0,0,1,0,1,0,0
guarantee,0,0,0,0,0,0,1,0,0,1
guard,0,0,0,1,0,0,1,0,0,1
guardian,0,0,0,0,0,0,1,0,0,1
guardianship,0,0,0,0,0,0,1,0,0,1
gubernatorial,0,0,0,0,0,0,1,0,0,1
guerilla,0,0,0,1,0,1,0,0,0,0
guidance,0,0,0,0,0,0,1,0,0,1
guide,0,0,0,0,0,0,1,0,0,1
guidebook,0,0,0,0,0,0,1,0,0,1
guillotine,1,1,1,1,0,1,0,1,0,0
guilt,0,0,1,0,0,1,0,1,0,0
guilty,1,0,0,0,0,1,0,1,0,0
gullible,0,0,0,0,0,1,0,1,0,1
gulp,0,0,0,1,0,0,0,0,1,0
gun,1,0,0,1,0,1,0,0,0,0
guru,0,0,0,0,0,0,1,0,0,1
gush,0,0,1,0,1,1,0,0,0,0
hag,0,0,1,1,0,1,0,0,0,0
haggard,0,0,0,0,0,1,0,1,0,0
hail,0,0,0,0,0,1,1,0,0,1
hairy,0,0,1,0,0,1,0,0,0,0
hallucination,0,0,0,1,0,1,0,0,0,0
halter,1,0,0,1,0,1,0,1,0,0
halting,0,0,0,1,0,1,0,1,0,0
hamstring,1,0,0,0,0,1,0,1,0,0
handicap,0,0,0,0,0,1,0,1,0,0
hanging,1,0,1,1,0,1,0,1,0,0
hangman,0,0,0,1,0,1,0,0,0,0
hap,0,1,0,0,0,0,0,0,1,0
happily,0,0,0,0,1,0,1,0,0,0
happiness,0,1,0,0,1,0,1,0,0,0
happy,0,1,0,0,1,0,1,0,0,1
harass,1,0,1,0,0,1,0,0,0,0
harbinger,1,1,0,1,0,1,0,0,0,0
hardened,1,0,1,1,0,1,0,0,0,0
hardship,0,0,0,0,0,1,0,1,0,0
hardy,0,0,0,0,1,0,1,0,0,1
harlot,0,0,1,0,0,1,0,0,0,0
harm,0,0,0,1,0,1,0,0,0,0
harmful,1,0,1,1,0,1,0,1,0,0
harmoniously,0,0,0,0,1,0,1,0,0,1
harmony,0,0,0,0,1,0,1,0,0,1
harrowing,0,0,0,1,0,1,0,0,0,0
harry,1,0,0,0,0,1,0,1,0,0
harshness,1,0,0,1,0,1,0,0,0,0
harvest,0,1,0,0,1,0,1,0,0,0
hate,1,0,1,1,0,1,0,1,0,0
hateful,1,0,1,1,0,1,0,1,0,0
hating,1,0,0,0,0,1,0,0,0,0
hatred,1,0,1,1,0,1,0,1,0,0
haughty,1,0,0,0,0,1,0,0,0,0
haunt,0,0,0,1,0,1,0,0,0,0
haunted,0,0,0,1,0,1,0,1,0,0
haven,0,0,0,0,0,0,1,0,0,1
havoc,1,0,0,1,0,1,0,0,0,0
hazard,0,0,0,1,0,1,0,0,0,0
hazardous,0,0,0,1,0,1,0,0,0,0
haze,0,0,0,1,0,1,0,0,0,0
heal,0,0,0,0,1,0,1,0,0,1
healing,0,1,0,0,1,0,1,0,0,1
healthful,0,0,0,0,1,0,1,0,0,0
hearing,0,0,0,1,0,1,0,0,0,0
hearse,0,0,0,1,0,1,0,1,0,0
heartache,0,0,0,0,0,1,0,1,0,0
heartfelt,0,0,0,0,1,0,1,1,0,1
heartily,0,0,0,0,1,0,1,0,0,0
heartless,0,0,0,0,0,1,0,1,0,0
heathen,0,0,0,1,0,1,0,0,0,0
heavenly,0,1,0,0,1,0,1,0,0,1
heavens,0,0,0,0,1,0,1,0,0,1
hedonism,0,0,0,0,1,1,1,0,0,0
heft,0,1,0,1,0,0,1,0,0,0
heighten,0,0,0,1,0,1,0,0,0,0
hell,1,0,1,1,0,1,0,1,0,0
hellish,1,0,1,1,0,1,0,1,0,0
helmet,0,0,0,1,0,0,1,0,0,0
helper,0,0,0,0,0,0,1,0,0,1
helpful,0,0,0,0,1,0,1,0,0,1
helpless,0,0,0,1,0,1,0,1,0,0
helplessness,0,0,0,1,0,1,0,1,0,0
hemorrhage,0,0,1,1,0,1,0,1,0,0
heretic,0,0,1,0,0,1,0,0,0,0
hermaphrodite,0,0,0,0,0,1,0,0,1,0
hermit,0,0,0,0,0,0,0,1,0,1
hero,0,1,0,0,1,0,1,0,1,1
heroic,0,0,0,0,1,0,1,0,1,1
heroine,0,0,0,0,0,0,1,0,0,1
heroism,0,1,0,0,1,0,1,0,1,1
herpes,0,0,1,0,0,1,0,0,0,0
herpesvirus,0,0,1,0,0,1,0,0,0,0
hesitation,0,0,0,1,0,1,0,0,0,0
heyday,0,1,0,0,1,0,1,0,0,1
hideous,0,0,1,1,0,1,0,1,0,0
highest,0,1,0,1,1,1,1,0,1,0
hilarious,0,0,0,0,1,0,1,0,1,0
hilarity,0,0,0,0,1,0,1,0,0,0
hindering,0,0,0,0,0,1,0,1,0,0
hire,0,1,0,0,1,0,1,0,0,1
hiss,1,0,0,1,0,1,0,0,0,0
hit,1,0,0,0,0,1,0,0,0,0
hoary,0,0,0,0,0,1,0,1,0,0
hoax,1,0,1,0,0,1,0,1,1,0
hobby,0,0,0,0,1,0,1,0,0,0
hobo,0,0,0,0,0,1,0,1,0,0
hog,0,0,1,0,0,1,0,0,0,0
holiday,0,1,0,0,1,0,1,0,0,0
holiness,0,1,0,1,1,0,1,0,1,1
hollow,0,0,0,0,0,1,0,1,0,0
holocaust,1,0,1,1,0,1,0,1,0,0
homeless,1,1,1,1,0,1,0,1,0,0
homesick,0,0,0,0,0,1,0,1,0,0
homicidal,1,0,0,1,0,1,0,0,0,0
homicide,1,0,1,1,0,1,0,1,0,0
honest,1,0,1,1,1,0,1,1,0,1
honesty,0,0,0,0,0,0,1,0,0,1
honeymoon,0,1,0,0,1,0,1,0,1,1
honor,0,0,0,0,0,0,1,0,0,1
honorable,0,0,0,0,0,0,1,0,0,1
hood,1,0,1,1,0,1,0,0,0,0
hoot,1,0,1,0,0,1,0,0,0,0
hope,0,1,0,0,1,0,1,0,1,1
hopeful,0,1,0,0,1,0,1,0,1,1
hopeless,0,0,0,1,0,1,0,1,0,0
hopelessness,1,0,1,1,0,1,0,1,0,0
horde,0,0,0,0,0,1,0,0,1,0
horizon,0,1,0,0,0,0,1,0,0,0
horrible,1,0,1,1,0,1,0,0,0,0
horrid,1,0,1,1,0,1,0,1,0,0
horrific,1,0,1,1,0,1,0,1,0,0
horrified,0,0,0,1,0,1,0,0,0,0
horrifying,0,0,1,1,0,1,0,1,0,0
horror,1,0,1,1,0,1,0,1,1,0
horrors,0,0,0,1,0,1,0,1,0,0
hospital,0,0,0,1,0,0,0,1,0,1
hostage,1,0,0,1,0,1,0,0,0,0
hostile,1,0,1,1,0,1,0,0,0,0
hostilities,1,0,0,1,0,1,0,0,0,0
hostility,1,0,1,0,0,1,0,0,0,0
howl,1,0,1,1,0,1,0,1,1,0
huff,1,0,1,0,0,1,0,0,0,0
hug,0,0,0,0,1,0,1,0,0,1
humanitarian,0,1,0,0,1,0,1,0,1,1
humanity,0,0,0,0,1,0,1,0,0,1
humble,0,0,1,0,0,1,1,1,0,0
humbled,0,0,0,0,0,0,1,1,0,0
humbug,1,0,1,0,0,1,0,1,0,0
humiliate,1,0,0,0,0,1,0,1,0,0
humiliating,0,0,1,0,0,1,0,0,0,0
humiliation,0,0,1,0,0,1,0,1,0,0
humility,0,0,0,0,0,0,1,0,0,1
humorous,0,0,0,0,1,0,1,0,0,0
hungry,0,1,0,0,0,1,0,0,0,0
hunter,0,1,0,1,0,1,0,1,0,0
hunting,1,1,0,1,0,1,0,0,0,0
hurrah,0,0,0,0,1,0,1,0,0,0
hurricane,0,0,0,1,0,1,0,0,0,0
hurried,0,1,0,0,0,1,0,0,0,0
hurt,1,0,0,1,0,1,0,1,0,0
hurtful,1,0,1,1,0,1,0,1,0,0
hurting,1,0,0,1,0,1,0,1,0,0
husbandry,0,0,0,0,0,0,1,0,0,1
hut,0,0,0,0,0,0,1,1,0,0
hydra,0,0,0,1,0,1,0,0,0,0
hydrocephalus,0,0,1,1,0,1,0,1,0,0
hymn,0,1,0,0,1,0,1,1,0,1
hype,0,1,0,0,0,1,0,0,0,0
hypertrophy,0,0,1,1,0,0,0,0,1,0
hypocrite,0,0,1,0,0,1,0,0,0,0
hypocritical,0,0,1,0,0,1,0,0,0,0
hypothesis,0,1,0,0,0,0,0,0,1,0
hysteria,0,0,0,1,0,1,0,0,0,0
hysterical,1,0,0,1,0,1,0,0,0,0
